survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
-0.7892723355548016,0.8273772438659701,male,-0.5303766406838787,0.4327933656785018,-0.47367360929846053,-0.5024451714361923,S,Third,man,True,,Southampton,no,False
1.2669898018116552,-1.5661069258891578,female,0.5718309940031748,0.4327933656785018,-0.47367360929846053,0.7868452935884461,C,First,woman,False,C,Cherbourg,yes,False
1.2669898018116552,0.8273772438659701,female,-0.25482473201211525,-0.47454519624983965,-0.47367360929846053,-0.4888542575852486,S,Third,woman,False,,Southampton,yes,True
1.2669898018116552,-1.5661069258891578,female,0.3651670624993523,0.4327933656785018,-0.47367360929846053,0.4207302360686478,S,First,woman,False,C,Southampton,yes,False
-0.7892723355548016,0.8273772438659701,male,0.3651670624993523,-0.47454519624983965,-0.47367360929846053,-0.4863374216869257,S,Third,man,True,,Southampton,no,True
-0.7892723355548016,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.47811642890864375,Q,Third,man,True,,Queenstown,no,True
-0.7892723355548016,-1.5661069258891578,male,1.6740386286902285,-0.47454519624983965,-0.47367360929846053,0.395813560675251,S,First,man,True,E,Southampton,no,True
-0.7892723355548016,0.8273772438659701,male,-1.9081361840426956,2.2474704895351847,0.7676298785983875,-0.22408312108167944,S,Third,child,False,,Southampton,no,False
1.2669898018116552,0.8273772438659701,female,-0.18593675484417446,-0.47454519624983965,2.008933366495236,-0.4242561406845337,S,Third,woman,False,,Southampton,yes,False
1.2669898018116552,-0.3693648410115937,female,-1.0814804580274053,0.4327933656785018,-0.47367360929846053,-0.04295550208861427,C,Second,child,False,,Cherbourg,yes,False
1.2669898018116552,0.8273772438659701,female,-1.770360229706814,0.4327933656785018,0.7676298785983875,-0.312172377522981,S,Third,child,False,G,Southampton,yes,False
1.2669898018116552,-1.5661069258891578,female,1.9495905373619917,-0.47454519624983965,-0.47367360929846053,-0.11384570873513637,S,First,woman,False,C,Southampton,yes,True
-0.7892723355548016,0.8273772438659701,male,-0.6681525950197603,-0.47454519624983965,-0.47367360929846053,-0.4863374216869257,S,Third,man,True,,Southampton,no,True
-0.7892723355548016,0.8273772438659701,male,0.6407189711711156,0.4327933656785018,5.7328438301857805,-0.018709311778530763,S,Third,man,True,,Southampton,no,False
-0.7892723355548016,0.8273772438659701,female,-1.0814804580274053,-0.47454519624983965,-0.47367360929846053,-0.4902797934380587,S,Third,child,False,,Southampton,no,True
1.2669898018116552,-0.3693648410115937,female,1.7429266058581692,-0.47454519624983965,-0.47367360929846053,-0.3262666585535892,S,Second,woman,False,,Southampton,yes,True
-0.7892723355548016,0.8273772438659701,male,-1.9081361840426956,3.154809051463526,0.7676298785983875,-0.061998889229684634,Q,Third,child,False,,Queenstown,no,False
1.2669898018116552,-0.3693648410115937,male,,-0.47454519624983965,-0.47367360929846053,-0.3866707201133388,S,Second,man,True,,Southampton,yes,True
-0.7892723355548016,0.8273772438659701,female,0.08961515382758893,0.4327933656785018,-0.47367360929846053,-0.2859972841804228,S,Third,woman,False,,Southampton,no,False
1.2669898018116552,0.8273772438659701,female,,-0.47454519624983965,-0.47367360929846053,-0.5029485386158568,C,Third,woman,False,,Cherbourg,yes,True
-0.7892723355548016,-0.3693648410115937,male,0.3651670624993523,-0.47454519624983965,-0.47367360929846053,-0.12491978668775715,S,Second,man,True,,Southampton,no,True
1.2669898018116552,-0.3693648410115937,male,0.29627908533141145,-0.47454519624983965,-0.47367360929846053,-0.3866707201133388,S,Second,man,True,D,Southampton,yes,True
1.2669898018116552,0.8273772438659701,female,-1.0125924808594646,-0.47454519624983965,-0.47367360929846053,-0.4867562231804066,Q,Third,child,False,,Queenstown,yes,True
1.2669898018116552,-1.5661069258891578,male,-0.1170487776762336,-0.47454519624983965,-0.47367360929846053,0.06635974158478332,S,First,man,True,A,Southampton,yes,True
-0.7892723355548016,0.8273772438659701,female,-1.4948083210350505,2.2474704895351847,0.7676298785983875,-0.22408312108167944,S,Third,child,False,,Southampton,no,False
1.2669898018116552,0.8273772438659701,female,0.5718309940031748,0.4327933656785018,5.7328438301857805,-0.01644415947004014,S,Third,woman,False,,Southampton,yes,False
-0.7892723355548016,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.5029485386158568,C,Third,man,True,,Cherbourg,no,True
-0.7892723355548016,-1.5661069258891578,male,-0.7370405721877011,2.2474704895351847,2.008933366495236,4.647001076532463,S,First,man,True,C,Southampton,no,False
1.2669898018116552,0.8273772438659701,female,,-0.47454519624983965,-0.47367360929846053,-0.48977642625839407,Q,Third,woman,False,,Queenstown,yes,True
-0.7892723355548016,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.4894421904510968,S,Third,man,True,,Southampton,no,True
-0.7892723355548016,-1.5661069258891578,male,0.7096069483390566,-0.47454519624983965,-0.47367360929846053,-0.09027201697708476,C,First,man,True,,Cherbourg,no,True
1.2669898018116552,-1.5661069258891578,female,,0.4327933656785018,-0.47367360929846053,2.301728820789,C,First,woman,False,B,Cherbourg,yes,False
1.2669898018116552,0.8273772438659701,female,,-0.47454519624983965,-0.47367360929846053,-0.49237782784290063,Q,Third,woman,False,,Queenstown,yes,True
-0.7892723355548016,-0.3693648410115937,male,2.5006943547055185,-0.47454519624983965,-0.47367360929846053,-0.43700743807979686,S,Second,man,True,,Southampton,no,True
-0.7892723355548016,-1.5661069258891578,male,-0.1170487776762336,0.4327933656785018,-0.47367360929846053,1.0060617003323709,C,First,man,True,,Cherbourg,no,False
-0.7892723355548016,-1.5661069258891578,male,0.8473829026749382,0.4327933656785018,-0.47367360929846053,0.39858208016340624,S,First,man,True,,Southampton,no,False
1.2669898018116552,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.5028639729296732,C,Third,man,True,,Cherbourg,yes,True
-0.7892723355548016,0.8273772438659701,male,-0.5992646178518195,-0.47454519624983965,-0.47367360929846053,-0.4863374216869257,S,Third,man,True,,Southampton,no,True
-0.7892723355548016,0.8273772438659701,female,-0.8059285493556421,1.3401319276068433,-0.47367360929846053,-0.2859972841804228,S,Third,woman,False,,Southampton,no,False
1.2669898018116552,0.8273772438659701,female,-1.0814804580274053,0.4327933656785018,-0.47367360929846053,-0.42207354059350805,C,Third,child,False,,Cherbourg,yes,False
-0.7892723355548016,0.8273772438659701,female,0.7096069483390566,0.4327933656785018,-0.47367360929846053,-0.4576454924460446,S,Third,woman,False,,Southampton,no,False
-0.7892723355548016,-0.3693648410115937,female,-0.18593675484417446,0.4327933656785018,-0.47367360929846053,-0.22559322262067316,S,Second,woman,False,,Southampton,no,False
-0.7892723355548016,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.4894421904510968,C,Third,man,True,,Cherbourg,no,True
1.2669898018116552,-0.3693648410115937,female,-1.8392482068747547,0.4327933656785018,2.008933366495236,0.18876253192945994,C,Second,child,False,,Cherbourg,yes,False
1.2669898018116552,0.8273772438659701,female,-0.7370405721877011,-0.47454519624983965,-0.47367360929846053,-0.48977642625839407,Q,Third,woman,False,,Queenstown,yes,True
-0.7892723355548016,0.8273772438659701,male,,-0.47454519624983965,-0.47367360929846053,-0.4863374216869257,S,Third,man,True,,Southampton,no,True
-0.7892723355548016,0.8273772438659701,male,,0.4327933656785018,-0.47367360929846053,-0.3363340021468808,Q,Third,man,True,,Queenstown,no,False
1.2669898018116552,0.8273772438659701,female,,-0.47454519624983965,-0.47367360929846053,-0.49237782784290063,Q,Third,woman,False,,Queenstown,yes,True
-0.7892723355548016,0.8273772438659701,male,,1.3401319276068433,-0.47367360929846053,-0.21191774308354583,C,Third,man,True,,Cherbourg,no,False
